合约编号,买一价,买一量,卖一价,卖一量,开盘价,最高价,最低价,最新价,持仓量,成交量,涨停价,跌停价,昨结算价,今日平均价,行情更新时间,更新毫秒数
IF1509,1.79769313486232E+308,0,1.79769313486232E+308,0,1.79769313486232E+308,1.79769313486232E+308,1.79769313486232E+308,3132.2,91084,0,3448.4,2821.6,3135,0,07:16:02,500
IF1509,3047.8,5,3050,89,3050,3050,3050,3050,91346,695,3448.4,2821.6,3135,3050,09:14:00,500
IF1509,3043,7,3044.4,2,3050,3050,3032,3044.4,91675,1559,3448.4,2821.6,3135,3046.22809493265,09:15:00,500
IF1509,3042.2,3,3042.4,4,3050,3050,3020,3042.4,91861,2633,3448.4,2821.6,3135,3041.41868590961,09:15:01,0
IF1509,3020.8,1,3040.2,1,3050,3050,3012.2,3040.2,92012,3323,3448.4,2821.6,3135,3039.21775504063,09:15:01,500
IF1509,3011.6,5,3020.8,89,3050,3050,3011.4,3011.6,92268,4088,3448.4,2821.6,3135,3036.91643835618,09:15:02,0
IF1509,3013.8,31,3018.8,2,3050,3050,3011.4,3016,92307,4968,3448.4,2821.6,3135,3033.55845410629,09:15:02,500
IF1509,3014.4,6,3014.6,1,3050,3050,3011.4,3014.4,92393,5823,3448.4,2821.6,3135,3031.00405289371,09:15:03,0
IF1509,3018.8,15,3030,10,3050,3050,3011.4,3018.8,92640,6457,3448.4,2821.6,3135,3029.78711475918,09:15:03,500
IF1509,3022,6,3026.2,8,3050,3050,3011.4,3022,92777,7064,3448.4,2821.6,3135,3029.48258776898,09:15:04,0
IF1509,3023.4,7,3024.6,5,3050,3050,3011.4,3024.6,92910,7764,3448.4,2821.6,3135,3028.9125965997,09:15:04,500
IF1509,3020.8,1,3023.4,78,3050,3050,3011.4,3023.2,93046,8317,3448.4,2821.6,3135,3028.51665263918,09:15:05,0
IF1509,3014.8,6,3018.8,15,3050,3050,3011.4,3018.8,93175,8660,3448.4,2821.6,3135,3028.16755196306,09:15:05,500
IF1509,3014.6,86,3014.8,3,3050,3050,3011.4,3014.8,93223,9045,3448.4,2821.6,3135,3027.61598673301,09:15:06,0
IF1509,3011,9,3011.8,20,3050,3050,3011,3011.8,93311,9374,3448.4,2821.6,3135,3027.11527629614,09:15:06,500
IF1509,3007.4,2,3010.2,10,3050,3050,3007.4,3010.2,93440,9696,3448.4,2821.6,3135,3026.53242574258,09:15:07,0
IF1509,3009,1,3009.4,4,3050,3050,3006,3009,93474,10137,3448.4,2821.6,3135,3025.75211601066,09:15:07,500
IF1509,3005.4,21,3009,18,3050,3050,3005.4,3005.4,93453,10654,3448.4,2821.6,3135,3024.95877604656,09:15:08,0
IF1509,3007.4,8,3008.6,1,3050,3050,3005.4,3007.6,93582,11227,3448.4,2821.6,3135,3024.16453193196,09:15:08,500
IF1509,3006.2,61,3007.4,9,3050,3050,3005.4,3007.4,93606,11607,3448.4,2821.6,3135,3023.6705091755,09:15:09,0
IF1509,3007,4,3007.4,49,3050,3050,3005.4,3007,93636,12000,3448.4,2821.6,3135,3023.11648333334,09:15:09,500
IF1509,3007,1,3008.8,2,3050,3050,3005.4,3007,93579,12485,3448.4,2821.6,3135,3022.48573488186,09:15:10,0
IF1509,3007.4,9,3008,2,3050,3050,3005.4,3007.4,93607,12904,3448.4,2821.6,3135,3022.00900495971,09:15:10,500
IF1509,3009,8,3011.6,1,3050,3050,3005.4,3009,93593,13340,3448.4,2821.6,3135,3021.5903898051,09:15:11,0
IF1509,3009.8,5,3010.6,1,3050,3050,3005.4,3009.8,93663,13727,3448.4,2821.6,3135,3021.29471843812,09:15:11,500
IF1509,3010.6,130,3018.8,57,3050,3050,3005.4,3010.6,93752,14249,3448.4,2821.6,3135,3020.96429223104,09:15:12,0
IF1509,3012.8,4,3016.6,11,3050,3050,3005.4,3012.2,93763,14559,3448.4,2821.6,3135,3020.81877876228,09:15:12,500
IF1509,3013.8,5,3016.2,6,3050,3050,3005.4,3016.2,93801,14818,3448.4,2821.6,3135,3020.70840869214,09:15:13,0
IF1509,3014.8,1,3016,8,3050,3050,3005.4,3015.8,93795,15061,3448.4,2821.6,3135,3020.62406214727,09:15:13,500
IF1509,3016,1,3017.4,2,3050,3050,3005.4,3016,93755,15445,3448.4,2821.6,3135,3020.49600517967,09:15:14,0
IF1509,3015,39,3015.8,1,3050,3050,3005.4,3015.8,93769,15637,3448.4,2821.6,3135,3020.42894417088,09:15:14,500
IF1509,3012.2,5,3012.8,2,3050,3050,3005.4,3012.2,93831,15793,3448.4,2821.6,3135,3020.36922687267,09:15:15,0
IF1509,3012.8,49,3014.8,1,3050,3050,3005.4,3013.8,93864,16046,3448.4,2821.6,3135,3020.26067555778,09:15:15,500
IF1509,3013,8,3014,5,3050,3050,3005.4,3013.6,93866,16292,3448.4,2821.6,3135,3020.16687945004,09:15:16,0
IF1509,3013,6,3013.8,9,3050,3050,3005.4,3013.4,93884,16438,3448.4,2821.6,3135,3020.11158291763,09:15:16,500
IF1509,3014,1,3014.8,1,3050,3050,3005.4,3013.8,93853,16553,3448.4,2821.6,3135,3020.07034374434,09:15:17,0
IF1509,3011.6,59,3012.2,1,3050,3050,3005.4,3011.6,93799,16780,3448.4,2821.6,3135,3019.98089392134,09:15:17,500
IF1509,3012.4,2,3013,2,3050,3050,3005.4,3014.6,93834,16934,3448.4,2821.6,3135,3019.91199952758,09:15:18,0
IF1509,3011.4,1,3013,13,3050,3050,3005.4,3012.4,93861,17078,3448.4,2821.6,3135,3019.85161025882,09:15:18,500
IF1509,3010.6,73,3012.4,26,3050,3050,3005.4,3011.6,93859,17206,3448.4,2821.6,3135,3019.79256073463,09:15:19,0
IF1509,3011.2,6,3011.4,1,3050,3050,3005.4,3011.2,93842,17521,3448.4,2821.6,3135,3019.6496889447,09:15:19,500
IF1509,3008.8,3,3010.8,27,3050,3050,3005.4,3008.8,93858,17778,3448.4,2821.6,3135,3019.52211722354,09:15:20,0
IF1509,3008,84,3008.6,3,3050,3050,3005.4,3008,93871,17959,3448.4,2821.6,3135,3019.42154908403,09:15:20,500
IF1509,3007.4,105,3008,112,3050,3050,3005.4,3007.4,93901,18201,3448.4,2821.6,3135,3019.27209493984,09:15:21,0
IF1509,3003.4,1,3004,4,3050,3050,3003.2,3004,93986,18653,3448.4,2821.6,3135,3018.96648260334,09:15:21,500
IF1509,3004,49,3005.6,1,3050,3050,3003.2,3004,94005,18929,3448.4,2821.6,3135,3018.76329441598,09:15:22,0
IF1509,3005.8,4,3006.6,6,3050,3050,3003.2,3005.8,94076,19204,3448.4,2821.6,3135,3018.58468027495,09:15:22,500
IF1509,3007.8,2,3009.8,3,3050,3050,3003.2,3006.6,94079,19494,3448.4,2821.6,3135,3018.42012927055,09:15:23,0
IF1509,3008.4,2,3009,16,3050,3050,3003.2,3008.4,94012,19798,3448.4,2821.6,3135,3018.26494595414,09:15:23,500
IF1509,3010.8,73,3011,2,3050,3050,3003.2,3010.8,93964,20096,3448.4,2821.6,3135,3018.11954617835,09:15:24,0
IF1509,3004,109,3005.4,6,3050,3050,3003.2,3005.4,94013,20515,3448.4,2821.6,3135,3017.91488179381,09:15:24,500
IF1509,3006.4,1,3007.2,1,3050,3050,3003.2,3007.2,94050,20695,3448.4,2821.6,3135,3017.80596279295,09:15:25,0
IF1509,3007.2,9,3008.4,21,3050,3050,3003.2,3008.4,94019,20883,3448.4,2821.6,3135,3017.70885409185,09:15:25,500
IF1509,3004,88,3005.4,2,3050,3050,3003.2,3004,93959,21113,3448.4,2821.6,3135,3017.5924501492,09:15:26,0
IF1509,3006.8,1,3010.8,55,3050,3050,3003.2,3010.8,94013,21332,3448.4,2821.6,3135,3017.47302643916,09:15:26,500
IF1509,3008,19,3008.4,1,3050,3050,3003.2,3008,94012,21596,3448.4,2821.6,3135,3017.37060566772,09:15:27,0
IF1509,3007.8,1,3008,1,3050,3050,3003.2,3010.8,94001,21729,3448.4,2821.6,3135,3017.31812784758,09:15:27,500
IF1509,3010.2,1,3010.8,46,3050,3050,3003.2,3010.8,93998,21810,3448.4,2821.6,3135,3017.29078404402,09:15:28,0
IF1509,3010,40,3010.2,18,3050,3050,3003.2,3010.2,93948,21950,3448.4,2821.6,3135,3017.24633257403,09:15:28,500
IF1509,3010.2,1,3010.6,2,3050,3050,3003.2,3010.8,93953,22086,3448.4,2821.6,3135,3017.20268043105,09:15:29,0
IF1509,3010.6,6,3010.8,1,3050,3050,3003.2,3010.4,93955,22215,3448.4,2821.6,3135,3017.16126040964,09:15:29,500
IF1509,3010.8,34,3011.4,15,3050,3050,3003.2,3010.8,94035,22430,3448.4,2821.6,3135,3017.08691930451,09:15:30,0
IF1509,3009.2,1,3010,1,3050,3050,3003.2,3009.2,94040,22579,3448.4,2821.6,3135,3017.04239337438,09:15:30,500
IF1509,3009.4,1,3009.8,1,3050,3050,3003.2,3009.8,94053,22746,3448.4,2821.6,3135,3016.98448078783,09:15:31,0
IF1509,3007.2,19,3009.2,3,3050,3050,3003.2,3008.8,94036,22836,3448.4,2821.6,3135,3016.95239971974,09:15:31,500
IF1509,3008,6,3008.6,4,3050,3050,3003.2,3008.6,94034,22897,3448.4,2821.6,3135,3016.92910861685,09:15:32,0
IF1509,3008.6,1,3009.4,13,3050,3050,3003.2,3009,94007,23028,3448.4,2821.6,3135,3016.88344623936,09:15:32,500
IF1509,3008,4,3009.2,5,3050,3050,3003.2,3009.2,94005,23094,3448.4,2821.6,3135,3016.86035333853,09:15:33,0
IF1509,3007.2,10,3008,6,3050,3050,3003.2,3007.2,94033,23186,3448.4,2821.6,3135,3016.82580867765,09:15:33,500
IF1509,3006.6,6,3007,2,3050,3050,3003.2,3007,94043,23245,3448.4,2821.6,3135,3016.80151430415,09:15:34,0
IF1509,3004.4,1,3006.8,4,3050,3050,3003.2,3004.8,94088,23428,3448.4,2821.6,3135,3016.72209322179,09:15:34,500
IF1509,3004,59,3004.4,50,3050,3050,3003.2,3004.4,94078,23645,3448.4,2821.6,3135,3016.61827870586,09:15:35,0
IF1509,3002.8,32,3004,2,3050,3050,3002.8,3004.2,94090,23863,3448.4,2821.6,3135,3016.50085907053,09:15:35,500
IF1509,3002.4,13,3003.4,16,3050,3050,3002.4,3002.4,94103,24129,3448.4,2821.6,3135,3016.35652534295,09:15:36,0
IF1509,3001.8,1,3002.4,19,3050,3050,3001.8,3002.4,94173,24369,3448.4,2821.6,3135,3016.21664409701,09:15:36,500
IF1509,3001.4,43,3001.8,5,3050,3050,3001.4,3001.4,94216,24544,3448.4,2821.6,3135,3016.11478161669,09:15:37,0
IF1509,3001.2,68,3001.8,2,3050,3050,3001.2,3001.8,94193,24771,3448.4,2821.6,3135,3015.98357757055,09:15:37,500
IF1509,3001.4,15,3002,3,3050,3050,3001.2,3002,94211,24946,3448.4,2821.6,3135,3015.88435821374,09:15:38,0
IF1509,3001.8,2,3002.4,4,3050,3050,3001.2,3001.8,94156,25139,3448.4,2821.6,3135,3015.77873423764,09:15:38,500
IF1509,3002,2,3003.8,5,3050,3050,3001.2,3001.8,94271,25431,3448.4,2821.6,3135,3015.63218119618,09:15:39,0
IF1509,3002.6,8,3003,2,3050,3050,3001.2,3002.6,94274,25564,3448.4,2821.6,3135,3015.56851822876,09:15:39,500
IF1509,3003.8,1,3004.4,29,3050,3050,3001.2,3004.4,94273,25720,3448.4,2821.6,3135,3015.4966251944,09:15:40,0
IF1509,3002,23,3003.8,6,3050,3050,3001.2,3002,94248,25965,3448.4,2821.6,3135,3015.381536684,09:15:40,500
IF1509,3004.2,1,3006.6,96,3050,3050,3001.2,3004.4,94276,26215,3448.4,2821.6,3135,3015.26715239367,09:15:41,0
IF1509,3003,1,3004,7,3050,3050,3001.2,3003.8,94270,26386,3448.4,2821.6,3135,3015.19587660123,09:15:41,500
IF1509,3002.6,2,3003.6,23,3050,3050,3001.2,3002.8,94261,26489,3448.4,2821.6,3135,3015.14839367285,09:15:42,0
IF1509,3002,1,3002.4,1,3050,3050,3001.2,3002.4,94268,26575,3448.4,2821.6,3135,3015.1072060207,09:15:42,500
IF1509,3001,62,3001.4,25,3050,3050,3001,3001,94324,26743,3448.4,2821.6,3135,3015.02183749019,09:15:43,0
IF1509,3000,173,3000.6,4,3050,3050,3000.2,3000.6,94367,26936,3448.4,2821.6,3135,3014.92040392041,09:15:43,500
IF1509,3000.2,5,3001,1,3050,3050,3000,3001,94382,27254,3448.4,2821.6,3135,3014.75379760769,09:15:44,0
IF1509,3000.4,3,3000.8,2,3050,3050,3000,3002,94366,27439,3448.4,2821.6,3135,3014.66016254237,09:15:44,500
IF1509,3001.4,3,3002.6,1,3050,3050,3000,3000.4,94320,27648,3448.4,2821.6,3135,3014.56120515047,09:15:45,0
IF1509,3001,2,3001.4,6,3050,3050,3000,3001.4,94336,27781,3448.4,2821.6,3135,3014.49916849646,09:15:45,500
IF1509,3000.8,23,3001,24,3050,3050,3000,3001,94301,27908,3448.4,2821.6,3135,3014.43918589652,09:15:46,0
IF1509,3000,47,3001.4,62,3050,3050,3000,3001,94330,28069,3448.4,2821.6,3135,3014.35955680644,09:15:46,500
IF1509,2999.2,20,2999.4,1,3050,3050,2999.2,3000.8,94389,28257,3448.4,2821.6,3135,3014.26565452808,09:15:47,0
IF1509,2998.2,26,2998.4,2,3050,3050,2998.2,2999.6,94451,28374,3448.4,2821.6,3135,3014.20329879467,09:15:47,500
IF1509,2998.4,17,3000,10,3050,3050,2998.2,3000,94429,28604,3448.4,2821.6,3135,3014.08200251713,09:15:48,0
IF1509,3000,6,3000.2,7,3050,3050,2998.2,3000,94411,28877,3448.4,2821.6,3135,3013.94210617447,09:15:48,500
IF1509,3000.2,2,3001,35,3050,3050,2998.2,3000.2,94483,29329,3448.4,2821.6,3135,3013.72824167207,09:15:49,0
IF1509,3001,27,3001.4,77,3050,3050,2998.2,3001,94495,29555,3448.4,2821.6,3135,3013.63008627982,09:15:49,500
IF1509,3001.6,4,3002,28,3050,3050,2998.2,3001.6,94501,29721,3448.4,2821.6,3135,3013.56191245248,09:15:50,0
IF1509,3002.2,6,3003,24,3050,3050,2998.2,3002.4,94494,29865,3448.4,2821.6,3135,3013.50678720911,09:15:50,500
IF1509,3003,45,3004.2,36,3050,3050,2998.2,3003,94570,30209,3448.4,2821.6,3135,3013.3847661293,09:15:51,0
IF1509,3003.4,4,3004.2,16,3050,3050,2998.2,3004.2,94562,30332,3448.4,2821.6,3135,3013.34574706581,09:15:51,500
IF1509,3004.2,8,3004.6,18,3050,3050,2998.2,3004.2,94532,30443,3448.4,2821.6,3135,3013.31245278061,09:15:52,0
IF1509,3005.4,10,3006.6,83,3050,3050,2998.2,3005.4,94516,30615,3448.4,2821.6,3135,3013.26155152703,09:15:52,500
IF1509,3005.4,2,3006,1,3050,3050,2998.2,3005.4,94593,30824,3448.4,2821.6,3135,3013.21340513885,09:15:53,0
IF1509,3006,33,3007.2,8,3050,3050,2998.2,3007,94582,30944,3448.4,2821.6,3135,3013.18458505688,09:15:53,500
IF1509,3006.2,5,3006.8,5,3050,3050,2998.2,3006.8,94566,31028,3448.4,2821.6,3135,3013.16661724894,09:15:54,0
IF1509,3006.8,6,3007.2,4,3050,3050,2998.2,3006.8,94565,31118,3448.4,2821.6,3135,3013.1474901986,09:15:54,500
IF1509,3006,23,3006.8,1,3050,3050,2998.2,3006,94566,31305,3448.4,2821.6,3135,3013.11024436991,09:15:55,0
IF1509,3005.8,1,3006.6,3,3050,3050,2998.2,3006,94552,31400,3448.4,2821.6,3135,3013.08988535032,09:15:55,500
IF1509,3006,3,3006.8,5,3050,3050,2998.2,3006.8,94560,31479,3448.4,2821.6,3135,3013.0731789447,09:15:56,0
IF1509,3005,14,3006.2,1,3050,3050,2998.2,3006.2,94543,31593,3448.4,2821.6,3135,3013.04764979584,09:15:56,500
IF1509,3006.4,2,3006.8,2,3050,3050,2998.2,3006.4,94551,31693,3448.4,2821.6,3135,3013.0255387625,09:15:57,0
IF1509,3005.6,2,3006.2,1,3050,3050,2998.2,3006.2,94537,31780,3448.4,2821.6,3135,3013.0058842039,09:15:57,500
IF1509,3004.6,30,3005.6,6,3050,3050,2998.2,3004.6,94525,31845,3448.4,2821.6,3135,3012.99046632125,09:15:58,0
IF1509,3005,12,3006,3,3050,3050,2998.2,3005.4,94530,31986,3448.4,2821.6,3135,3012.95661226787,09:15:58,500
IF1509,3005.6,2,3005.8,1,3050,3050,2998.2,3005.4,94529,32046,3448.4,2821.6,3135,3012.94268863509,09:15:59,0
IF1509,3006,1,3006.4,38,3050,3050,2998.2,3006.4,94538,32123,3448.4,2821.6,3135,3012.92516265604,09:15:59,500
IF1509,3006.2,2,3006.4,8,3050,3050,2998.2,3006.4,94541,32207,3448.4,2821.6,3135,3012.90766603534,09:16:00,0
IF1509,3006.4,12,3007.8,64,3050,3050,2998.2,3007.8,94574,32372,3448.4,2821.6,3135,3012.87612133943,09:16:00,500
IF1509,3007.8,16,3008,27,3050,3050,2998.2,3007.8,94674,32542,3448.4,2821.6,3135,3012.84861409871,09:16:01,0
IF1509,3008.6,2,3010,21,3050,3050,2998.2,3008.6,94732,32723,3448.4,2821.6,3135,3012.82592671821,09:16:01,500
IF1509,3010.2,1,3010.6,16,3050,3050,2998.2,3010.2,94742,32814,3448.4,2821.6,3135,3012.81865057598,09:16:02,0
IF1509,3010.6,1,3011,7,3050,3050,2998.2,3010.6,94731,32932,3448.4,2821.6,3135,3012.81033645087,09:16:02,500
IF1509,3011,30,3011.8,1,3050,3050,2998.2,3011,94704,33044,3448.4,2821.6,3135,3012.80410967195,09:16:03,0
IF1509,3011.2,2,3011.6,1,3050,3050,2998.2,3011.6,94690,33228,3448.4,2821.6,3135,3012.79597929457,09:16:03,500
IF1509,3011.8,75,3012,1,3050,3050,2998.2,3011.8,94681,33380,3448.4,2821.6,3135,3012.78977831037,09:16:04,0
IF1509,3012,14,3012.8,3,3050,3050,2998.2,3012.6,94677,33544,3448.4,2821.6,3135,3012.79032911996,09:16:04,500
IF1509,3012.8,4,3013.2,1,3050,3050,2998.2,3012.8,94772,33823,3448.4,2821.6,3135,3012.78696153505,09:16:05,0
IF1509,3013.4,1,3014,2,3050,3050,2998.2,3013.4,94811,33958,3448.4,2821.6,3135,3012.78830319807,09:16:05,500
IF1509,3012.8,22,3013.6,5,3050,3050,2998.2,3012.8,94794,34105,3448.4,2821.6,3135,3012.79108048673,09:16:06,0
IF1509,3011.8,29,3013.4,2,3050,3050,2998.2,3013,94754,34343,3448.4,2821.6,3135,3012.79275543779,09:16:06,500
IF1509,3012.2,8,3012.8,4,3050,3050,2998.2,3012.6,94748,34494,3448.4,2821.6,3135,3012.79159274077,09:16:07,0
IF1509,3011,5,3011.8,7,3050,3050,2998.2,3011.2,94739,34653,3448.4,2821.6,3135,3012.78665050645,09:16:07,500
IF1509,3010,36,3010.8,16,3050,3050,2998.2,3010.8,94752,34790,3448.4,2821.6,3135,3012.77776372521,09:16:08,0
IF1509,3008,63,3010,49,3050,3050,2998.2,3010,94741,34931,3448.4,2821.6,3135,3012.76491941256,09:16:08,500
IF1509,3008.8,1,3009,1,3050,3050,2998.2,3008.8,94750,35060,3448.4,2821.6,3135,3012.74872219053,09:16:09,0
IF1509,3008,5,3008.4,2,3050,3050,2998.2,3008.4,94778,35173,3448.4,2821.6,3135,3012.73489324198,09:16:09,500
IF1509,3006,6,3008,4,3050,3050,2998.2,3008.8,94790,35256,3448.4,2821.6,3135,3012.72319037894,09:16:10,0
IF1509,3006,1,3007.4,9,3050,3050,2998.2,3007.4,94790,35313,3448.4,2821.6,3135,3012.71329538697,09:16:10,500
IF1509,3005.8,5,3007,13,3050,3050,2998.2,3006.8,94779,35377,3448.4,2821.6,3135,3012.70160838963,09:16:11,0
IF1509,3005.4,1,3005.8,15,3050,3050,2998.2,3005.8,94774,35468,3448.4,2821.6,3135,3012.68573361904,09:16:11,500
IF1509,3005.8,1,3007,1,3050,3050,2998.2,3005.8,94706,35644,3448.4,2821.6,3135,3012.65173942319,09:16:12,0
IF1509,3009.2,66,3009.8,1,3050,3050,2998.2,3009.2,94730,35790,3448.4,2821.6,3135,3012.63186923722,09:16:12,500
IF1509,3011.6,15,3011.8,16,3050,3050,2998.2,3011.6,94681,35972,3448.4,2821.6,3135,3012.62006560658,09:16:13,0
IF1509,3012.6,1,3013.4,16,3050,3050,2998.2,3013.4,94721,36209,3448.4,2821.6,3135,3012.61774696899,09:16:13,500
IF1509,3013.4,13,3014.8,2,3050,3050,2998.2,3013.4,94699,36359,3448.4,2821.6,3135,3012.617662752,09:16:14,0
IF1509,3012.8,1,3014.2,7,3050,3050,2998.2,3014,94700,36482,3448.4,2821.6,3135,3012.62032783291,09:16:14,500
IF1509,3010,1,3010.8,48,3050,3050,2998.2,3010.8,94691,36574,3448.4,2821.6,3135,3012.61875102532,09:16:15,0
IF1509,3007.2,3,3009,14,3050,3050,2998.2,3009,94638,36721,3448.4,2821.6,3135,3012.60227662646,09:16:15,500
IF1509,3007.8,5,3008.4,6,3050,3050,2998.2,3008.4,94648,36825,3448.4,2821.6,3135,3012.58728038018,09:16:16,0
IF1509,3006,3,3007,3,3050,3050,2998.2,3007.8,94661,36901,3448.4,2821.6,3135,3012.57624996613,09:16:16,500
IF1509,3007.2,2,3007.8,19,3050,3050,2998.2,3007.2,94666,36989,3448.4,2821.6,3135,3012.56263213388,09:16:17,0
IF1509,3009.2,3,3010,18,3050,3050,2998.2,3010,94641,37093,3448.4,2821.6,3135,3012.5514517564,09:16:17,500
IF1509,3007,39,3007.2,1,3050,3050,2998.2,3009.2,94661,37189,3448.4,2821.6,3135,3012.54243459088,09:16:18,0
IF1509,3007.4,6,3008.4,4,3050,3050,2998.2,3007.8,94699,37327,3448.4,2821.6,3135,3012.52458542074,09:16:18,500
IF1509,3007.6,2,3007.8,6,3050,3050,2998.2,3008.2,94678,37424,3448.4,2821.6,3135,3012.51258550663,09:16:19,0
IF1509,3007.8,9,3009.2,72,3050,3050,2998.2,3007.8,94683,37473,3448.4,2821.6,3135,3012.50705307822,09:16:19,500
IF1509,3008.4,1,3008.8,5,3050,3050,2998.2,3008.8,94708,37565,3448.4,2821.6,3135,3012.49781977905,09:16:20,0
IF1509,3007.2,9,3007.4,39,3050,3050,2998.2,3007.4,94743,37696,3448.4,2821.6,3135,3012.48032682513,09:16:20,500
IF1509,3006,1,3006.6,12,3050,3050,2998.2,3006,94784,37764,3448.4,2821.6,3135,3012.46993962504,09:16:21,0
IF1509,3004.8,1,3006,5,3050,3050,2998.2,3005,94797,37857,3448.4,2821.6,3135,3012.45340623927,09:16:21,500
IF1509,3004.6,1,3004.8,11,3050,3050,2998.2,3004.6,94821,37914,3448.4,2821.6,3135,3012.44180513795,09:16:22,0
IF1509,3003.6,4,3004,6,3050,3050,2998.2,3004,94819,37963,3448.4,2821.6,3135,3012.43119353054,09:16:22,500
IF1509,3003.2,3,3003.4,4,3050,3050,2998.2,3003.4,94816,38062,3448.4,2821.6,3135,3012.4077242394,09:16:23,0
IF1509,3002.2,9,3003.2,5,3050,3050,2998.2,3002.2,94808,38142,3448.4,2821.6,3135,3012.38734203765,09:16:23,500
IF1509,3001.4,20,3001.6,2,3050,3050,2998.2,3001.8,94794,38209,3448.4,2821.6,3135,3012.36946269204,09:16:24,0
IF1509,3001,101,3001.4,1,3050,3050,2998.2,3001.4,94798,38308,3448.4,2821.6,3135,3012.34133862379,09:16:24,500
IF1509,3001.2,8,3001.8,11,3050,3050,2998.2,3001.8,94836,38482,3448.4,2821.6,3135,3012.29119588379,09:16:25,0
IF1509,3000.4,6,3001,1,3050,3050,2998.2,3001,94814,38598,3448.4,2821.6,3135,3012.25754702316,09:16:25,500
IF1509,3001,1,3001.2,12,3050,3050,2998.2,3000.4,94817,38725,3448.4,2821.6,3135,3012.21963589413,09:16:26,0
IF1509,3001,3,3001.4,1,3050,3050,2998.2,3001.2,94851,38914,3448.4,2821.6,3135,3012.16444981241,09:16:26,500
IF1509,3002,12,3002.6,1,3050,3050,2998.2,3002,94880,39030,3448.4,2821.6,3135,3012.13287727389,09:16:27,0
IF1509,3002.6,3,3003.2,37,3050,3050,2998.2,3002.6,94862,39138,3448.4,2821.6,3135,3012.10635188308,09:16:27,500
IF1509,2999.8,3,3001,3,3050,3050,2998.2,3002.4,94849,39293,3448.4,2821.6,3135,3012.06558929071,09:16:28,0
IF1509,3000,3,3000.6,13,3050,3050,2998.2,3000,94872,39393,3448.4,2821.6,3135,3012.03417866118,09:16:28,500
IF1509,2997.2,26,2998.6,2,3050,3050,2997.2,2999.6,94894,39512,3448.4,2821.6,3135,3011.99565195384,09:16:29,0
IF1509,2997.6,2,2998.2,1,3050,3050,2997,2997.8,94950,39717,3448.4,2821.6,3135,3011.92170103482,09:16:29,500
IF1509,2995,24,2996,9,3050,3050,2995,2996,94980,39878,3448.4,2821.6,3135,3011.85848838959,09:16:30,0
IF1509,2993.2,10,2995,53,3050,3050,2993.2,2995,94947,40020,3448.4,2821.6,3135,3011.79648675662,09:16:30,500
IF1509,2993.8,6,2994.4,1,3050,3050,2993,2993.8,94952,40226,3448.4,2821.6,3135,3011.70517078507,09:16:31,0
IF1509,2994,5,2994.2,2,3050,3050,2993,2994,94959,40433,3448.4,2821.6,3135,3011.61664481983,09:16:31,500
IF1509,2994.6,6,2995,44,3050,3050,2993,2994.6,94999,40631,3448.4,2821.6,3135,3011.53497575743,09:16:32,0
IF1509,2996,5,2997.2,38,3050,3050,2993,2995.2,95017,40862,3448.4,2821.6,3135,3011.44457442122,09:16:32,500
IF1509,2997.8,11,2999.6,1,3050,3050,2993,2997.6,95084,41103,3448.4,2821.6,3135,3011.36313164489,09:16:33,0
IF1509,2998.6,3,2998.8,2,3050,3050,2993,2998.4,95111,41272,3448.4,2821.6,3135,3011.31226497383,09:16:33,500
IF1509,2998.8,18,2999.4,3,3050,3050,2993,2998.8,95114,41526,3448.4,2821.6,3135,3011.23867938159,09:16:34,0
IF1509,2999.4,1,3000.8,6,3050,3050,2993,3000.8,95125,41628,3448.4,2821.6,3135,3011.20972422408,09:16:34,500
IF1509,2999.6,2,3000.4,9,3050,3050,2993,3000,95116,41848,3448.4,2821.6,3135,3011.14834639648,09:16:35,0
IF1509,2998.4,2,2998.6,1,3050,3050,2993,2998.4,95077,42028,3448.4,2821.6,3135,3011.09653088417,09:16:35,500
IF1509,2995,61,2995.2,14,3050,3050,2993,2995.2,95037,42162,3448.4,2821.6,3135,3011.05228404725,09:16:36,0
IF1509,2994.6,3,2995,10,3050,3050,2993,2995,95089,42387,3448.4,2821.6,3135,3010.97100054262,09:16:36,500
IF1509,2994.2,55,2996.2,3,3050,3050,2993,2994.8,95124,42553,3448.4,2821.6,3135,3010.90766338449,09:16:37,0
IF1509,2996.2,1,2996.4,2,3050,3050,2993,2996.2,95135,42631,3448.4,2821.6,3135,3010.88155098403,09:16:37,500
IF1509,2997.4,1,2998.4,19,3050,3050,2993,2997.4,95139,42772,3448.4,2821.6,3135,3010.83947442252,09:16:38,0
IF1509,2998.4,1,2999.4,1,3050,3050,2993,2998.4,95125,42893,3448.4,2821.6,3135,3010.8040799198,09:16:38,500
IF1509,2998.6,2,2999.2,3,3050,3050,2993,2998.6,95118,42994,3448.4,2821.6,3135,3010.77622458948,09:16:39,0
IF1509,2999.2,1,2999.6,82,3050,3050,2993,2999.2,95137,43163,3448.4,2821.6,3135,3010.72592729884,09:16:39,500
IF1509,2998.4,1,2998.6,3,3050,3050,2993,2998.6,95177,43365,3448.4,2821.6,3135,3010.66036204312,09:16:40,0
IF1509,2996.4,1,2997.8,22,3050,3050,2993,2997.8,95209,43436,3448.4,2821.6,3135,3010.63851643798,09:16:40,500
